like,for,com,sum,date,content
541,189,272,1002,2020-03-01,广州嘅老友，久等。喜茶LAB嚟啦！以老广离不开的“茶楼”为概念， #广州首家LAB#  阿喜茶楼【广州天环LAB店】致敬广东首府，今日正式开业！特殊时期建议大家选择外卖哦， 3/1-3/7 开业首周 #喜茶GO#  小程序外卖和美团外卖免配送费，我们送喜到家~  #喜茶设计#  📍地址：天河路218号天环广场地上一层址L105...
253,20,111,384,2020-02-29,#喜爱武汉#  2020的开场，不完美。但也让我们见证了人性的爱与善，平凡如你我，都用自己的力量为武汉加油。以喜茶为窗口，与创造者们共同诠释中国设计力量。以下9张海报出自喜茶的设计团队之手。设计的语言，无声胜有声。武汉这座英雄城市，要加油[加油] #中国风格，喜茶设计# 你爱哪一张呢？...
228,2,49,279,2020-02-29,#茶茶与你#   你没说苦，但我们想给加点甜。喜茶× @优酸乳-我要我的滋味  ，联合为长沙和上海的前线工作人员送去一份甜，里面包含了数千份喜茶与优酸乳。身在一线的英雄们，照顾他人的同时，也请照顾好自己。感谢你们的付出，喜欢有你
614,90,148,852,2020-02-29,这个喜茶最新隐藏菜单一公布，就怕冷萃桂花绿不够卖啦🍃   #芋圆桂花奶绿#  0糖低卡！清新无负担，适合春夏~ 马上打开喜茶GO下单做同款吧！  微博视频   Wistler's Song
935,48,222,1205,2020-02-28,对喜茶小哥说你好，我要一杯芋泥波波鲜奶。不要芋泥，不要鲜奶，要波波 会发生什么🤔  #不要芋泥要波波#    微博视频
161,10,52,223,2020-02-28,#喜茶GO#  在喜茶，体验真正「零接触」取茶。📲首创智能取茶柜，一茶一柜，免接触免交流，全程静悄悄，安全又安心。记得提前使用喜茶GO小程序点单，收到取茶码后到店开柜取茶即可。取茶柜按时消毒清洁，大家放心使用❤
269,17,164,450,2020-02-27,#喜茶杭州新店#  新喜不停，好事发生~ 【杭州亲橙里店】明日（2/28）正式开业。特殊时期，为了大家的安全考虑，新店不接受堂食和自取，仅接外卖订单喔。⏰ 2/28-3/5，开业首周 #喜茶GO#  小程序外卖和美团外卖免配送费喔！🙆🏻♀️不用到店，你的茶，我们 #送喜到家#  ~
769,271,128,1168,2020-02-27,#在家做喜茶#  在家也要好好吃个早餐🥪 今日教学：午餐肉厚蛋烧吐司（滑蛋版），速来mark🏷 想直接吃热麦官方版的请打开 #喜茶GO#  下单哦！ 📝材料：鸡蛋2个，适量牛奶，适量黄油，吐司2片 1⃣️ 吐司烤香或者用煎锅加黄油煎至酥脆备用 2⃣️ 鸡蛋中加入牛奶、黑椒盐调味打均匀，用黄油炒成滑蛋然...
211,24,85,320,2020-02-27,人生总会遇到很「方」的时刻，不过没关系！小小的困窘也不影响乐观。 喜茶饼家夹心小方，在线拯救「方」了的你 🍪经典金凤口味&咸蛋黄口味 🍵喜茶金凤茶王原叶研磨，茶香满溢 🥚咸蛋黄醇香可口，咸香中带着活泼 今天，你「方」了吗？ 图片右下角与我呼应 马上进入 #喜茶百货公司#  GET它！ 同时也...
765,81,137,983,2020-02-26,#在家做喜茶#   一口一颗的一整个芝芝莓莓来了！喜茶独家芝士香醇浓郁，跟酸甜草莓绝搭~  快来学会这个可爱小甜点吧🍓 #草莓的隐藏吃法#    微博视频
170,31,49,250,2020-02-26,#喜茶设计# 【喜茶中国风格】以喜茶中国风格为主的容器视觉形态，灵感来源于中国四大名著之一红楼梦，【2020喜说红楼日历】现正售卖中。 每一张日历都融入了喜茶对于红楼梦的新式解读，共十二幅红楼绮梦，融合水墨画风将红楼梦描绘成跃然纸上的一幕一幕场景，另配精致折扇一支。喜茶中国风，入画入梦。...
234,13,133,380,2020-02-25,#送喜到家#  国潮粉在线吗？📣喜茶中国制造周边上线门店啦！5款周边齐齐上架，最快速度送到你手中！红蓝vintage潮流，大字极简，辨识度极高。中国制造四字，昂扬民族之骄傲。好周边，喜茶制。🛒喜欢哪款就长按，左上角进入 #喜茶GO#  看看离你最近的中国制造在哪里吧~ 到2月29日都免配送费喔！...
217,22,84,323,2020-02-24,#喜茶设计#  行走江湖，绿林好汉，自成一派。向经典致敬，创造出具有喜茶设计语言的“来喜客栈”。层迭式构图加强空间深度，插画部分运用工笔画技法，色调上以朱砂红和墨绿形成对比，人物融入茶茶和芝芝形象，形成喜茶新式江湖风。冬去春来，豆豆来喜，用一杯四喜豆豆茶迎接春天吧   你心中的江湖...
186,19,129,334,2020-02-24,#茶茶研究所#  今日正式复工了！在此也提醒同样要复工或者已经复工的小伙伴，抗疫还在进行时，千万不可掉以轻心[加油]和茶茶一起收好这份「复工防疫手册」，想喝茶的话就打开喜茶GO点单，到2月29日外卖免配送   #茶茶与你#
906,212,160,1278,2020-02-23,#在家做喜茶#   1分钟就能学会的奶茶波波冰！速速mark起来！！不想下厨的朋友，还可以上喜茶GO看看，一键下单，送喜到家喔🥰  微博视频
319,35,139,493,2020-02-22,#豆豆来喜#   茶茶祝“符”到🎐 今年 #四喜豆豆茶# 不搭配纸质符啦，改换环保电子符📱快来截取你的2020四喜符！看看有没有跟茶茶同款的~
181,6,166,353,2020-02-22,#喜爱武汉#  疫情中的武汉，马路很空，却有几个熟悉的身影在来回穿梭…原来是送喜邮递员们！他们在喜茶汉街店制作着每日的热茶和包包送给前线的勇士们，希望他们也能感受到被人惦记的温暖。“为你们送喜，是我们觉得最有意义的事情。这段时间辛苦了，加油！”大家有什么想对坚守在前线的人们说的话吗？...
1800,1235,1163,4198,2020-02-21,替你们实现喜茶加料自由🙆🏻♀️  #四喜豆豆茶#  已全国上市啦！打开喜茶GO，马上送喜到家喔~  微博视频
168,3,36,207,2020-02-20,福田警察  的微博: 2月18日下午，一爱心企业来到深圳市公安局福田分局，给奋战在一线的警务人员送来暖心热饮和面包。福田分局指挥处副处长陈顺勋、任冠元代表分局对该企业的关心和支持表示感谢。该爱心企业代表表示：“能够尽绵薄之力，以我们的方式陪伴一线干警‘战斗’，是我们的荣幸。我们希望贡献自己的一份力量，与...
92,3,28,123,2020-02-20,#茶茶与你#  当伙伴们伸手递出一杯喜茶，他也在传递着自己的一份真心和温暖。服务无小事，希望大家能从茶茶们有爱的事迹中，感受到一杯喜茶的温度❤你在门店遇见过哪些暖心小事呢？来和茶茶分享吧~
1276,2643,1245,5164,2020-02-20,🏮喜茶豆豆家族，开春喜添新成员： #四喜豆豆茶#  。“四喜”寓意团圆、平安、健康、好运。秘制豆奶打底，内藏豆花、芋圆波波、黑波波。冷饮含脆波波/热饮含芋头丁。纯正豆乳打制豆豆奶盖铺顶，表层轻洒黄豆粉，美味一气呵成。🍵现已在喜茶大陆门店齐开售！  👉🏻关+转，揪10位送四喜豆豆茶！特...
199,9,83,291,2020-02-19,#送喜到家#  👩🏻💻返工日即将来临，喜茶企业团餐也已开启预定啦。提前一天于15点前预定，可选择饮品加面包组合套餐，50份起订，最多可定300份。严格标准，安心送达。💪🏻特殊时期，茶茶陪伴每一个坚守岗位的你。
154,9,87,250,2020-02-19,叮！今天也是防疫标兵茶。插画版「茶茶防疫手册」来啦，设为手机壁纸，还可以时刻提醒自己噢。除了注重日常卫生，喜茶门店也已启动一级防预措施，保障伙伴和顾客的安全。想喝茶的时候，推荐各位使用 #喜茶GO# 线上点单，我们 #送喜到家# ~[加油]
810,138,387,1335,2020-02-18,#喜茶豆豆家族#  ，新豆即将面世🙇🏻♀️ 阿喜仙人明日来揭晓！  #豆豆来喜#
1314,131,509,1954,2020-02-18,#小瓶子涂鸦大赛#  茶茶版快乐源泉小瓶子来了！ 一起来涂~
260,14,84,358,2020-02-18,#送喜到家#  夹心小方补货啦🥰  #喜茶GO# 小程序、 #喜茶百货公司# 均已上架~ 大家囤起来[給你小心心] 微博视频
